STATION,NAME,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00046074,"NAPA STATE HOSPITAL, CA US",1998-09,549,142,3,0,0,0,0,0,0,24,9,50,0,0,0.09,96,26,22,0.15,0,69.5,82.8,56.1
USC00046074,"NAPA STATE HOSPITAL, CA US",1998-10,560,11,3,1,,0,0,0,0,27,0,40,,0,0.68,87,147,121,0.76,0,61.5,76.4,46.5
USC00046074,"NAPA STATE HOSPITAL, CA US",1998-11,560,0,17,10,0,0,0,0,0,0,0,35,0,0,1.43,68,507,359,4.77,0,53,61.6,44.4
USC00046074,"NAPA STATE HOSPITAL, CA US",1998-12,560,0,7,3,0,0,0,11,0,0,0,22,0,0,0.4,66,1106,599,1.03,0,45.7,56.4,34.9
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-01,0,0,9,9,0,0,0,13,0,0,0,29,0,0,0.73,63,1664,558,3.15,0,47,55.7,38.3
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-02,0,0,14,12,0,0,0,5,0,0,0,30,0,0,3,66,2060,396,9.83,0,50,59.5,40.4
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-03,0,0,13,12,0,0,0,0,0,0,0,33,0,0,0.55,67,2495,434,2.7,0,51,61.5,40.5
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-04,14,14,6,5,0,0,0,2,0,14,0,32,0,0,1.23,87,2741,246,2.88,0,57.3,70.3,44.2
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-05,17,3,2,0,0,0,0,0,0,23,0,39,0,0,0.07,82,2918,177,0.13,0,59.4,72.7,46.1
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-06,78,60,0,0,0,0,0,0,0,26,4,41,0,0,0,96,2976,58,0,0,65.1,78.8,51.4
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-07,179,101,0,0,0,0,0,0,0,28,5,46,0,0,0,101,18,18,0,0,67.8,81.8,53.9
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-08,308,129,0,0,0,0,0,0,0,29,5,49,0,0,0,100,21,3,0,0,69.4,82.7,56.1
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-09,398,91,2,0,0,0,0,0,0,30,7,48,0,0,0.02,96,33,12,0.04,0,67.6,81.8,53.4
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-10,450,52,2,1,0,0,0,0,0,27,5,38,0,0,0.7,92,101,69,0.75,0,64.4,80.4,48.4
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-11,450,0,11,6,0,0,0,0,0,8,0,36,0,0,0.68,81,370,268,2.85,0,56,66.2,45.9
USC00046074,"NAPA STATE HOSPITAL, CA US",1999-12,450,0,5,2,0,0,0,4,0,3,0,30,0,0,0.54,76,839,470,0.91,0,49.5,62.5,36.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-01,0,0,17,9,0,0,0,4,0,0,0,30,0,0,2.39,64,1290,451,5.37,0,50.5,58.5,42.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-02,0,0,21,13,0,0,0,0,0,0,0,33,0,0,1.78,67,1647,357,9.88,0,52.7,60.7,44.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-03,8,8,9,6,0,0,0,0,0,13,0,37,0,0,1.08,82,1937,289,2.92,0,55.7,67.6,43.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-04,28,20,4,3,0,0,0,0,0,16,0,40,0,0,1.05,87,2099,162,1.69,0,60.2,73.4,47
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-05,93,65,4,4,0,0,0,0,0,22,3,38,0,0,0.63,98,2205,106,1.54,0,63.8,76.8,50.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-06,219,126,1,1,0,0,0,0,0,29,3,47,0,0,0.12,110,2232,27,0.12,0,68.3,82.7,53.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-07,291,72,0,0,0,0,0,0,0,31,3,48,0,0,0,92,14,14,0,0,66.8,79.9,53.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-08,415,124,0,0,0,0,0,0,0,28,6,50,0,0,0,96,18,4,0,0,69.3,83.9,54.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-09,564,149,2,0,0,0,0,0,0,29,9,45,0,0,0.07,101,33,15,0.11,0,69.8,85.1,54.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-10,579,16,9,7,0,0,0,0,0,21,1,40,0,0,0.53,92,149,116,2.29,0,61.4,73.1,49.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-11,579,0,5,4,0,0,0,5,0,5,0,29,0,0,0.59,75,572,422,1.34,0,50.3,61.4,39.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2000-12,579,0,7,4,0,0,0,3,0,0,0,31,0,0,0.65,64,1064,493,1.22,0,49.1,59.5,38.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-01,0,0,11,8,0,0,0,6,0,0,0,29,0,0,1.05,64,1615,550,4.34,0,47.2,58.2,36.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-02,0,0,13,13,0,0,0,3,0,5,0,30,0,0,0.99,73,2015,400,7.26,0,50.7,60.9,40.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-03,2,2,5,4,0,0,0,0,0,14,0,35,0,0,0.5,82,2259,244,1.08,0,57,69.9,44.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-04,13,11,5,3,0,0,0,0,0,10,0,33,0,0,0.15,88,2521,261,0.46,0,56,70,42.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-05,141,128,0,0,0,0,0,0,0,29,10,44,0,0,0,103,2538,17,0,0,68.7,85.6,51.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-06,297,155,3,1,0,0,0,0,0,29,12,47,0,0,0.16,98,2549,11,0.26,0,70,86.2,53.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-07,392,95,0,0,0,0,0,0,0,27,3,52,0,0,0,103,8,8,0,0,68.1,80.9,55.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-08,519,127,0,0,0,0,0,0,0,31,5,50,0,0,0,93,9,1,0,0,69.1,83.3,54.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-09,574,55,1,1,0,0,0,0,0,30,1,46,0,0,0.5,97,29,19,0.5,0,66.2,80.2,52.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-10,614,40,2,1,0,0,0,0,0,22,4,44,0,0,0.5,92,95,66,0.51,0,64.3,77.6,51
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-11,614,0,12,6,0,0,0,0,0,9,0,36,0,0,1.92,78,352,257,6.18,0,56.4,66,46.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2001-12,614,0,16,14,0,0,0,0,0,0,0,35,0,0,1.66,69,785,434,9.46,0,50.5,56.9,44
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-01,0,0,9,6,0,0,0,9,0,0,0,27,0,0,1.37,61,1338,552,3.5,0,47.2,56.8,37.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-02,0,0,7,4,0,0,0,1,0,6,0,31,0,0,0.52,75,1678,341,1.94,0,52.5,64.3,40.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-03,0,0,9,7,0,0,0,2,0,10,0,30,0,0,0.61,79,2035,357,2.63,0,53.5,65.8,41.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-04,10,10,4,2,0,0,0,0,0,16,0,36,0,0,0.15,85,2245,210,0.3,0,58.4,70.6,46.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-05,38,27,3,3,0,0,0,0,0,25,2,40,0,0,0.72,90,2366,121,1.25,0,62,76.5,47.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-06,155,117,0,0,0,0,0,0,0,30,5,47,0,0,0,98,2386,20,0,0,68.3,82.7,53.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-07,291,135,0,0,0,0,0,0,0,31,5,50,0,0,0,103,2,2,0,0,69.3,83.1,55.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-08,411,120,0,0,0,0,0,0,0,30,9,48,0,0,0,101,13,11,0,0,68.5,83.3,53.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-09,551,140,0,0,0,0,0,0,0,30,13,45,0,0,0,100,35,21,0,0,69,86.3,51.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-10,593,42,0,0,0,0,0,0,0,24,5,35,0,0,0,91,163,128,0,0,62.2,76.5,47.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-11,594,1,4,4,,0,0,0,0,11,0,37,,0,1.92,75,415,252,3.38,0,56.3,68.3,44.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2002-12,594,0,19,13,0,0,0,0,0,0,0,34,0,0,2.7,65,869,454,13.22,0,50.4,58.2,42.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-01,0,0,9,7,0,0,0,0,0,1,0,36,0,0,0.85,70,1248,379,2.68,0,52.8,60,45.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-02,0,0,9,5,0,0,0,3,0,3,0,28,0,0,1.45,71,1618,370,3.99,0,51.8,63.3,40.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-03,0,0,6,5,0,0,0,0,0,12,0,35,0,0,3.3,81,1870,252,4.98,0,56.9,69,44.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-04,0,0,14,7,0,0,0,0,0,8,0,35,0,0,0.86,77,2197,326,3.98,0,54.1,65.5,42.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-05,51,51,4,3,0,0,0,0,0,24,3,39,0,0,1.52,96,2304,107,1.85,0,63.2,77,49.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-06,167,115,0,0,0,0,0,0,0,29,7,48,0,0,0,102,2321,16,0,0,68.3,82.8,53.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-07,366,199,0,0,0,0,0,0,0,31,8,49,0,0,0,102,2,2,0,0,71.3,86.9,55.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-08,534,168,1,1,0,0,0,0,0,31,5,52,0,0,0.62,99,2,0,0.62,0,70.4,84.5,56.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-09,697,163,1,0,0,0,0,0,0,30,10,48,0,0,0.03,102,4,2,0.03,0,70.4,86.2,54.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-10,752,55,1,1,0,0,0,0,0,29,3,38,0,0,0.25,94,47,43,0.25,0,65.4,81.5,49.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-11,752,0,14,6,0,0,0,2,0,0,0,31,0,0,1.63,69,442,395,3.14,0,51.8,61.7,42
USC00046074,"NAPA STATE HOSPITAL, CA US",2003-12,752,0,24,15,0,0,0,3,0,0,0,29,0,0,2.1,63,911,468,7.7,0,49.9,57.2,42.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-01,0,0,12,8,0,0,0,5,0,0,0,28,0,0,2.2,64,1399,488,3.6,0,48.7,56.1,41.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-02,0,0,17,9,0,0,0,0,0,0,0,33,0,0,1.72,66,1789,390,6.52,0,51.5,60.6,42.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-03,36,36,4,3,0,0,0,0,0,23,0,38,0,0,0.5,88,1925,135,0.86,0,61.8,76.2,47.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-04,79,43,4,2,0,0,0,0,0,17,5,38,0,0,0.13,95,2075,151,0.34,0,61.3,75.4,47.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-05,104,25,2,0,0,0,0,0,0,31,2,45,0,0,0.05,92,2132,56,0.1,0,64,77.9,50.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-06,189,84,0,0,0,0,0,0,0,29,2,47,0,0,0,95,2143,11,0,0,67.6,81.6,53.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-07,310,122,0,0,0,0,0,0,0,31,0,51,0,0,0,89,1,1,0,0,68.9,81,56.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-08,475,164,0,0,0,0,0,0,0,30,7,51,0,0,0,98,3,2,0,0,70.4,84.4,56.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-09,661,186,1,1,0,0,0,0,0,29,13,44,0,0,0.14,100,18,15,0.14,0,70.7,87.2,54.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-10,694,33,8,5,0,0,0,0,0,16,1,39,0,0,1.21,90,161,143,2.48,0,61.2,73.6,48.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-11,694,0,7,5,0,0,0,1,0,3,0,30,0,0,1.06,72,496,335,2.5,0,53.6,63.6,43.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2004-12,694,0,10,8,0,0,0,4,0,0,0,29,0,0,2.58,66,967,471,7.93,0,49.3,57.9,40.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-01,0,0,12,9,0,0,0,2,0,0,0,32,0,0,0.93,62,1491,524,4.3,0,47,54.8,39.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-02,0,0,12,9,0,0,0,0,0,2,0,37,0,0,0.85,74,1794,303,3.89,0,54.2,62.9,45.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-03,10,10,11,10,0,0,0,0,0,11,0,37,0,0,0.65,87,2036,242,3.42,0,57.2,68.7,45.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-04,10,0,6,4,0,0,0,0,0,20,0,36,0,0,0.69,81,2266,230,1.57,0,57.3,70.3,44.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-05,34,24,7,6,0,0,0,0,0,22,0,42,0,0,0.55,87,2355,88,2.37,0,62.9,74.6,51.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-06,94,60,4,4,0,0,0,0,0,29,2,45,0,0,0.28,92,2385,31,0.9,0,66,78.8,53.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-07,281,187,0,0,0,0,0,0,0,31,8,52,0,0,0,102,0,0,0,0,71,85.9,56.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-08,400,119,0,0,0,0,0,0,0,31,7,50,0,0,0,96,4,4,0,0,68.7,83.7,53.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-09,444,44,1,0,0,0,0,0,0,29,5,45,0,0,0.01,94,50,45,0.01,0,65,79.3,50.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-10,463,18,6,3,0,0,0,0,0,25,0,42,0,0,0.26,88,144,94,0.67,0,62.6,76.3,48.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-11,468,6,7,4,0,0,0,1,0,14,0,31,0,0,0.8,80,397,253,2.25,0,56.8,68.9,44.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2005-12,468,0,18,14,0,0,0,4,0,0,0,30,0,0,3.98,65,809,413,15.49,0,51.7,58.9,44.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-01,0,0,15,12,0,0,0,0,0,1,0,33,0,0,1.37,71,1259,449,4.69,0,50.5,59.4,41.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-02,0,0,9,6,0,0,0,3,0,10,0,29,0,0,1.67,76,1615,357,3.71,0,52.3,64.7,39.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-03,0,0,21,14,0,0,0,2,0,0,0,30,0,0,1.94,67,2052,436,8.41,0,49.8,59.1,40.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-04,2,2,13,11,0,0,0,0,0,11,0,37,0,0,1.3,82,2281,230,5.75,0,57.2,66.8,47.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-05,38,36,4,3,0,0,0,0,0,28,2,45,0,0,0.84,92,2344,62,1.19,0,64.1,77.5,50.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-06,188,150,1,1,0,0,0,0,0,29,6,48,0,0,0.11,100,2358,15,0.11,0,69.5,83.7,55.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-07,421,234,0,0,0,0,0,0,0,30,14,51,0,0,0,108,2,2,0,0,72.8,87.7,58
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-08,514,92,0,0,0,0,0,0,0,30,3,51,0,0,0,98,6,3,0,0,68,81.2,54.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-09,612,98,0,0,0,0,0,0,0,28,6,43,0,0,0,96,37,31,0,0,67.2,82.7,51.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-10,615,2,2,2,0,0,0,0,0,22,0,41,0,0,0.52,85,146,108,0.66,0,61.6,75.6,47.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-11,616,1,9,5,0,0,0,3,0,6,0,30,0,0,1.37,76,450,305,3.3,0,54.9,64.6,45.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2006-12,616,0,11,8,0,0,0,7,0,0,0,27,0,0,1,68,958,508,3.71,0,48.6,58.9,38.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-01,0,0,3,1,0,0,0,14,0,0,0,25,0,0,0.25,66,1516,558,0.36,0,46.4,58.5,34.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-02,3,3,14,9,0,0,0,0,0,5,0,33,0,0,0.92,79,1875,359,5.13,0,52.3,62.3,42.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-03,6,2,1,1,0,0,0,0,0,20,0,34,0,0,0.35,83,2090,215,0.35,0,58.2,72.4,43.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-04,16,11,5,3,0,0,0,0,0,22,0,36,0,0,0.7,87,2267,177,1.29,0,59.3,73.4,45.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-05,78,62,2,2,0,0,0,0,0,26,3,41,0,0,0.18,94,2338,71,0.35,0,64.7,78.8,50.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-06,183,105,0,0,0,0,0,0,0,30,6,45,0,0,0,100,2361,23,0,0,67.7,82.9,52.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-07,325,142,0,0,0,0,0,0,0,29,3,49,0,0,0,98,1,1,0,0,69.9,83.9,55.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-08,474,148,0,0,0,0,0,0,0,30,4,49,0,0,0,100,6,5,0,0,69.6,84,55.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-09,571,97,2,0,0,0,0,0,0,29,5,42,0,0,0.03,94,33,26,0.05,0,67.5,81.7,53.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-10,581,11,7,4,0,0,0,0,0,22,0,39,0,0,0.95,87,153,120,2.01,0,61.5,74.6,48.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-11,581,0,3,2,0,0,0,1,0,11,0,32,0,0,0.83,78,427,274,1.05,0,55.4,68,42.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2007-12,581,0,12,8,0,0,0,6,0,0,0,29,0,0,1,64,941,514,4.11,0,47.8,56.7,38.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-01,0,0,22,17,0,0,0,3,0,0,0,30,0,0,3.27,64,1493,552,10.06,0,47.2,54.5,39.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-02,0,0,10,7,0,0,0,0,0,5,0,33,0,0,0.92,73,1910,417,3.44,0,50.6,62,39.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-03,0,0,3,1,0,0,0,0,0,13,0,33,0,0,0.23,76,2243,333,0.35,0,54.3,67.8,40.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-04,18,18,1,1,0,0,0,1,0,14,1,32,0,0,0.19,90,2482,239,0.19,0,57.5,73.1,41.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-05,71,53,1,0,0,0,0,0,0,25,5,41,0,0,0.08,102,2582,101,0.08,0,63.8,78,49.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-06,206,135,0,0,0,0,0,0,0,30,10,46,0,0,0,103,2604,22,0,0,68.8,84.7,52.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-07,357,150,0,0,0,0,0,0,0,31,6,51,0,0,0,103,6,6,0,0,69.7,83.9,55.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-08,532,175,0,0,0,0,0,0,0,31,11,48,0,0,0,102,7,2,0,0,70.6,85.6,55.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-09,667,135,0,0,0,0,0,0,0,30,12,43,0,0,0,100,26,18,0,0,68.9,85.2,52.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-10,708,40,3,2,0,0,0,0,0,29,0,42,0,0,0.31,88,79,53,0.59,0,64.6,80.5,48.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-11,713,5,9,4,0,0,0,0,0,7,0,38,0,0,1.33,86,324,245,3,0,56.5,66.8,46.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2008-12,713,0,10,7,0,0,0,6,0,0,0,26,0,0,0.58,65,921,596,2.57,0,45.8,54.7,36.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-01,0,0,6,2,0,0,0,5,0,6,0,25,0,0,0.47,79,1392,472,0.97,0,49.8,61.8,37.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-02,0,0,17,12,0,0,0,1,0,1,0,30,0,0,1.6,70,1792,400,9.21,0,50.7,59.7,41.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-03,1,1,7,3,0,0,0,2,0,11,0,32,0,0,0.45,82,2107,315,1.01,0,54.9,66.9,42.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-04,36,34,4,3,0,0,0,0,0,14,4,36,0,0,0.57,95,2342,234,0.95,0,58.3,73.1,43.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-05,83,47,4,4,0,0,0,0,0,25,3,44,0,0,0.71,99,2410,68,1.47,0,64.4,77.8,51
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-06,169,86,2,0,0,0,0,0,0,29,5,48,0,0,0.04,101,2436,26,0.05,0,67,80.7,53.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-07,275,106,0,0,0,0,0,0,0,31,6,49,0,0,0,97,6,6,0,0,68.3,82.9,53.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-08,437,162,0,0,0,0,0,0,0,30,11,49,0,0,0,101,9,3,0,0,70.4,85.8,55.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-09,635,198,2,1,0,0,0,0,0,30,15,43,0,0,0.14,99,16,7,0.15,0,71.3,88.5,54.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-10,659,24,6,2,0,0,0,0,0,26,0,40,0,0,4.17,88,126,110,5.06,0,62.2,75,49.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-11,659,0,6,2,0,0,0,0,0,6,0,33,0,0,0.45,78,468,342,0.83,0,53.6,65.7,41.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2009-12,659,0,12,8,0,0,0,7,0,0,0,24,0,0,0.66,64,1004,536,2.15,0,47.1,55.6,38.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-01,0,0,17,13,0,0,0,0,0,0,0,35,0,0,1.5,61,1493,489,9.19,0,49.2,55.9,42.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-02,0,0,12,9,0,0,0,0,0,2,0,35,0,0,1.12,73,1833,340,3.98,0,52.9,61.8,44
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-03,0,0,9,7,0,0,0,0,0,12,0,33,0,0,0.87,81,2161,328,2.63,0,54.4,67,41.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-04,0,0,14,8,0,0,0,0,0,16,0,36,0,0,1.19,83,2443,283,3.87,0,55.6,68.3,42.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-05,8,8,12,3,0,0,0,0,0,22,0,37,0,0,0.49,85,2613,170,1.16,0,59.8,73.2,46.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-06,104,96,0,0,0,0,0,0,0,30,4,46,0,0,0,94,2628,15,0,0,67.7,81.2,54.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-07,160,57,0,0,0,0,0,0,0,30,2,49,0,0,0,94,12,12,0,0,66.5,79.6,53.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-08,232,71,0,0,0,0,0,0,0,31,3,47,0,0,0,106,37,25,0,0,66.5,79.6,53.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-09,388,156,0,0,0,0,0,0,0,30,12,46,0,0,0,101,52,15,0,0,69.7,86.2,53.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-10,438,50,10,6,0,0,0,0,0,20,4,38,0,0,2.35,94,162,110,3.72,0,63.1,74.9,51.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-11,452,14,10,5,0,0,0,5,0,10,0,28,0,0,1.1,83,504,343,3.05,0,54,65.4,42.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2010-12,452,0,22,15,0,0,0,4,0,0,0,30,0,0,1.54,64,945,441,8.64,0,50.8,56.8,44.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-01,0,0,,,,,0,4,0,0,0,27,,,,68,1464,519,,,48.3,57.5,39.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-02,4,4,,,,,0,6,0,4,0,28,,,,80,1886,421,,,50.1,61.6,38.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-03,9,5,,,,,0,0,0,3,0,33,,,,87,2242,357,,,53.7,63.1,44.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-04,11,2,,,,,0,0,0,14,0,34,,,,81,2473,231,,,57.4,69.9,44.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-05,22,11,,,,,0,0,0,21,0,42,,,,88,2648,175,,,59.7,72.5,46.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-06,94,72,,,,,0,0,0,24,4,44,,,,96,2712,65,,,65.2,77.1,53.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-07,225,131,0,0,,,0,0,0,31,7,51,,,0,98,10,10,0,,68.9,82,55.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-08,284,58,0,0,,,0,0,0,30,1,49,,,0,93,14,4,0,,66.8,78.4,55.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-09,448,165,0,0,,,0,0,0,30,13,47,,,0,97,18,4,0,,70.4,86.2,54.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-10,497,49,,,,,0,0,0,28,0,39,,,,88,96,77,,,64.1,77.4,50.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-11,497,0,,,,,0,0,0,3,0,34,,,,79,476,381,,,52,63,40.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2011-12,499,1,3,1,,,0,15,0,2,0,27,,,0.12,75,997,520,0.18,,48.3,61,35.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-01,0,0,6,4,,,0,9,0,2,0,23,,,2.23,70,1481,484,4.89,,49.4,61.8,36.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-02,0,0,6,3,,,0,2,0,6,0,30,,,0.71,78,1850,369,1.5,,52.3,65.1,39.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-03,0,0,14,12,,,0,0,0,7,0,34,,,2.01,75,2218,368,9.05,,53.1,63.7,42.5
